"pseudo_name"	"PeakID"	"gene"	"beta"	"pval"	"varexp"
"96955"	"gene196979"	"ImmGenATAC1219.peak_187279"	"Rmi2"	0.608166421869455	0.00590945089449915	0.783059736973848
"96958"	"gene196982"	"ImmGenATAC1219.peak_187281"	"Rmi2"	0.245266057019529	0.0328582603081618	0.690792510731895
"97050"	"gene197074"	"ImmGenATAC1219.peak_187364"	"Litaf"	0.300500494416758	0.0323184577859999	0.669885467974301
"97051"	"gene197075"	"ImmGenATAC1219.peak_187365"	"Litaf"	0.365261411761862	0.00585950541241836	0.75637724606797
"97438"	"gene197462"	"ImmGenATAC1219.peak_187713"	"4833415N18Rik"	-0.237114406105176	2.23138060777579e-05	0.928208998767134
"97748"	"gene197772"	"ImmGenATAC1219.peak_187993"	"Mrtfb"	0.303699972438949	0.0318815896917127	0.721040013156289
"97927"	"gene197952"	"ImmGenATAC1219.peak_188154"	"Ntan1"	0.429547957346936	0.0164782116358789	0.718377247881366
"98210"	"gene198235"	"ImmGenATAC1219.peak_188409"	"Ube2v2"	0.2059842586219	0.0486178996130322	0.651920161972393
"98696"	"gene198722"	"ImmGenATAC1219.peak_188848"	"Thap7"	0.396664133119339	0.0400286146640526	0.669652246399722
"98813"	"gene198839"	"ImmGenATAC1219.peak_188953"	"Dgcr2"	0.269850834735569	0.00222488146412334	0.836238920901612
"98959"	"gene198985"	"ImmGenATAC1219.peak_189084"	"Zdhhc8"	0.29890747196329	0.000477328108819017	0.878442746425165
"98978"	"gene199004"	"ImmGenATAC1219.peak_189100"	"Dgcr8"	0.555490863047908	0.0197952897108297	0.742360513764372
"99038"	"gene199064"	"ImmGenATAC1219.peak_189155"	"Comt"	0.22765108014645	0.0110610839131366	0.751129354864042
"99079"	"gene199105"	"ImmGenATAC1219.peak_189192"	"Gnb1l"	0.275523945953189	0.00622521652993595	0.763466136174884
"99082"	"gene199108"	"ImmGenATAC1219.peak_189195"	"Gnb1l"	0.229339750556045	0.0198776741816106	0.704856655340589
"99094"	"gene199120"	"ImmGenATAC1219.peak_189205"	"Tbx1"	0.201944747407956	0.0383848274933454	0.649410197451048
"99205"	"gene199231"	"ImmGenATAC1219.peak_189305"	"2510002D24Rik"	0.360463778402535	0.00507052646360799	0.773278732059387
"99212"	"gene199238"	"ImmGenATAC1219.peak_189311"	"Hira"	0.356339300869341	0.0204293425431395	0.716583485540957
"99659"	"gene199685"	"ImmGenATAC1219.peak_189714"	"Clcn2"	0.330792135685975	0.00020896274561694	0.885138023885167
"99687"	"gene199713"	"ImmGenATAC1219.peak_18974"	"Ralb"	0.28445727762391	0.0422652974133706	0.680130349356989
"99801"	"gene199827"	"ImmGenATAC1219.peak_189842"	"Gm16863"	0.310158168083073	0.0313124099885554	0.614117905649751
"99957"	"gene199983"	"ImmGenATAC1219.peak_189983"	"2510009E07Rik"	0.219981764610873	0.00972816082113209	0.772673450027017
"100068"	"gene200094"	"ImmGenATAC1219.peak_190081"	"Senp2"	0.220993332789997	0.016553342141548	0.74797616833536
"100097"	"gene200123"	"ImmGenATAC1219.peak_190107"	"Ndufa11b"	0.353423674734514	0.000729270222663869	0.860811834880925
"100155"	"gene200181"	"ImmGenATAC1219.peak_19016"	"Epb41l5"	0.239031190198816	0.00430963518020043	0.785928313901096
"100223"	"gene200249"	"ImmGenATAC1219.peak_190220"	"Etv5"	0.269053913557625	0.0372261424411364	0.681751438269704
"100247"	"gene200273"	"ImmGenATAC1219.peak_190242"	"9230117E06Rik"	0.370140720451699	0.0023103482801043	0.827675782636272
"100248"	"gene200274"	"ImmGenATAC1219.peak_190243"	"9230117E06Rik"	0.308159464056148	0.00563900743312625	0.797097077687004
"100511"	"gene200537"	"ImmGenATAC1219.peak_190480"	"C730014E05Rik"	0.224942296976148	0.00790898671832083	0.735684019757903
"100524"	"gene200550"	"ImmGenATAC1219.peak_190492"	"St6gal1"	0.247412884978226	0.00928048662337345	0.761218368425855
"100548"	"gene200574"	"ImmGenATAC1219.peak_190513"	"St6gal1"	0.20296583193479	0.0303460549550847	0.684343294000769
"100577"	"gene200603"	"ImmGenATAC1219.peak_19054"	"Ptpn4"	0.301439239948725	0.0385115097550077	0.668619763154079
"100613"	"gene200639"	"ImmGenATAC1219.peak_190572"	"St6gal1"	0.214887576198382	1.79242069769292e-06	0.960878614454016
"100903"	"gene200929"	"ImmGenATAC1219.peak_190833"	"Gm46545"	0.439635443176609	0.00664786148118619	0.764640190550675
"101086"	"gene201112"	"ImmGenATAC1219.peak_190999"	"Lpp"	0.288479655225904	0.00372795565558955	0.821265630495347
"101721"	"gene201747"	"ImmGenATAC1219.peak_19157"	"Dbi"	-0.401057748952294	0.00425317648514427	0.780429678573947
"102223"	"gene202249"	"ImmGenATAC1219.peak_192020"	"Cpn2"	0.559468027908024	0.0152466101730941	0.72374952368733
"102372"	"gene202398"	"ImmGenATAC1219.peak_192155"	"Tmem44"	0.200060555227046	0.00109650648165809	0.836264164302328
"102519"	"gene202545"	"ImmGenATAC1219.peak_192288"	"Fam43a"	0.319685548458149	2.56516437095611e-05	0.941188836246845
"103030"	"gene203056"	"ImmGenATAC1219.peak_192748"	"Pak2"	0.238134528697622	0.030388288664262	0.712056084095228
"103431"	"gene203458"	"ImmGenATAC1219.peak_193109"	"Lrch3"	0.274413873416902	0.0477041687513555	0.583831896797213
"103432"	"gene203459"	"ImmGenATAC1219.peak_19311"	"Marco"	0.278340848839392	0.000127962709871018	0.899813786770624
"103771"	"gene203798"	"ImmGenATAC1219.peak_193415"	"Muc13"	-0.22807873354864	0.0118992321856512	0.682521871536558
"104261"	"gene204288"	"ImmGenATAC1219.peak_193857"	"Hacd2"	0.437274887225679	0.0435183340288765	0.661582250113207
"104522"	"gene204549"	"ImmGenATAC1219.peak_194091"	"Slc49a4"	0.200101357659045	0.0271473060080668	0.72383794020191
"104527"	"gene204554"	"ImmGenATAC1219.peak_194096"	"Slc49a4"	0.726008784790843	0.0494671537834999	0.67952217362824
"104794"	"gene204821"	"ImmGenATAC1219.peak_194336"	"Ildr1"	0.275674425401061	0.0108553290686382	0.75312735403896
"104875"	"gene204902"	"ImmGenATAC1219.peak_194409"	"Hcls1"	0.755366309913	0.0031815715430614	0.812260561166067
"105059"	"gene205086"	"ImmGenATAC1219.peak_194575"	"Lrrc58"	0.45095032446361	0.000308346877370109	0.888308384526819
"105060"	"gene205087"	"ImmGenATAC1219.peak_194576"	"Lrrc58"	1.1182839626786	0.0275454228312995	0.717619599519134
"105062"	"gene205089"	"ImmGenATAC1219.peak_194578"	"Lrrc58"	0.205376888594272	0.0134189886168465	0.739247793533017
"105137"	"gene205164"	"ImmGenATAC1219.peak_194645"	"BC031361"	0.556208063932657	0.0160597367214638	0.708351695755733
"105412"	"gene205439"	"ImmGenATAC1219.peak_194893"	"Tmem39a"	0.243946127802392	0.000515993194493779	0.928941514489704
"105470"	"gene205497"	"ImmGenATAC1219.peak_194945"	"Arhgap31"	0.203851617261556	0.0303508269249032	0.641671746890414
"105523"	"gene205550"	"ImmGenATAC1219.peak_194993"	"Igsf11"	0.257164476675619	0.0249438972631281	0.720926027830135
"105732"	"gene205759"	"ImmGenATAC1219.peak_195180"	"4932412D23Rik"	1.17103800649632	0.0374145401268355	0.686244935280734
"105758"	"gene205785"	"ImmGenATAC1219.peak_195203"	"Gm19522"	-1.47202448328874	0.0193198494586908	0.677318144016877
"105983"	"gene206010"	"ImmGenATAC1219.peak_195406"	"Mir568"	-0.589990709394792	0.00314353508996925	0.836290792292064
"106296"	"gene206323"	"ImmGenATAC1219.peak_195689"	"Cfap44"	0.795046420531508	0.00437108798430648	0.786820813068284
"106470"	"gene206497"	"ImmGenATAC1219.peak_195845"	"Cd200r3"	0.700227243267418	0.0189394107636129	0.689327194977155
"106471"	"gene206498"	"ImmGenATAC1219.peak_195846"	"Cd200r3"	0.529900562699105	0.0240715297728302	0.709116446577448
"106509"	"gene206536"	"ImmGenATAC1219.peak_195880"	"Ccdc80"	0.411733311628304	0.0065212450404499	0.758730764836143
"106690"	"gene206717"	"ImmGenATAC1219.peak_196042"	"Cd200"	0.61165713881018	0.016888467948548	0.73518916555638
"106705"	"gene206732"	"ImmGenATAC1219.peak_196056"	"Cd200"	0.499435052664086	0.0175513962124893	0.756512046543201
"106917"	"gene206944"	"ImmGenATAC1219.peak_196247"	"Plcxd2"	-2.03423208771724	0.0481710024449253	0.649569768751477
"107114"	"gene207141"	"ImmGenATAC1219.peak_196424"	"Morc1"	0.744260336315175	0.00298091315933627	0.803015269903554
"107148"	"gene207175"	"ImmGenATAC1219.peak_196455"	"Trat1"	-0.209908788670701	0.000342398386540943	0.885790412021765
"107170"	"gene207197"	"ImmGenATAC1219.peak_196475"	"Trat1"	0.448630370746898	6.64818642845773e-05	0.96733108265831
"107177"	"gene207204"	"ImmGenATAC1219.peak_196481"	"Trat1"	0.416888300854666	0.0016247357708891	0.902507353125843
"107208"	"gene207235"	"ImmGenATAC1219.peak_196509"	"Retnlb"	0.546022190551835	0.0015826119351134	0.826698318685
"107263"	"gene207290"	"ImmGenATAC1219.peak_196559"	"Dzip3"	0.357990951766332	0.0225266960496101	0.693731315643198
"107391"	"gene207418"	"ImmGenATAC1219.peak_196674"	"Ift57"	0.521274014559285	0.0314014493806362	0.682446336812481
"107674"	"gene207701"	"ImmGenATAC1219.peak_196929"	"Gm4827"	0.222778675984433	0.000532540502638973	0.863384296453546
"107808"	"gene207835"	"ImmGenATAC1219.peak_197049"	"Bbx"	0.205976334135603	0.0172731566543775	0.707454409769208
"107810"	"gene207837"	"ImmGenATAC1219.peak_197050"	"Bbx"	0.36559526489118	0.00833418439918115	0.777850582719063
"107811"	"gene207838"	"ImmGenATAC1219.peak_197051"	"Bbx"	0.331278723695622	0.0209240755942757	0.735165022441134
"107835"	"gene207862"	"ImmGenATAC1219.peak_197073"	"G730013B05Rik"	0.255963779573212	0.0203204861430552	0.716612989140442
"107851"	"gene207878"	"ImmGenATAC1219.peak_197088"	"G730013B05Rik"	0.214403810233118	0.00140551843758419	0.844684782357588
"108021"	"gene208049"	"ImmGenATAC1219.peak_197241"	"Gm29686"	0.879735993362517	0.0139717901312182	0.717721964687545
"108031"	"gene208059"	"ImmGenATAC1219.peak_197250"	"Gm29686"	0.371226302683304	0.0230310219843728	0.73714772230194
"108096"	"gene208124"	"ImmGenATAC1219.peak_197309"	"Gm29686"	1.20219171242541	0.0419438701777925	0.672390964293192
"108099"	"gene208127"	"ImmGenATAC1219.peak_197311"	"Cblb"	0.219167208410415	0.0362257360883531	0.617435261270028
"108194"	"gene208222"	"ImmGenATAC1219.peak_197398"	"Cblb"	0.208166587475341	0.0055281935127951	0.73947308249838
"108195"	"gene208223"	"ImmGenATAC1219.peak_197399"	"Cblb"	0.3518060116671	0.0368074241835923	0.6152818500318
"108203"	"gene208231"	"ImmGenATAC1219.peak_197405"	"Cblb"	1.59844222304802	0.00352999831648495	0.80323825630418
"108503"	"gene208531"	"ImmGenATAC1219.peak_197676"	"Mir5118"	-0.998128021217898	0.0288117470635656	0.703491843252368
"108569"	"gene208597"	"ImmGenATAC1219.peak_197735"	"Nfkbiz"	0.202979065093284	0.00667166399824086	0.775837078583708
"108692"	"gene208720"	"ImmGenATAC1219.peak_197846"	"Zbtb11"	0.24183645639498	0.000175541258246768	0.892830590766511
"108934"	"gene208962"	"ImmGenATAC1219.peak_198063"	"Tbc1d23"	0.573240636061237	0.0478776298683343	0.602346897803025
"109017"	"gene209045"	"ImmGenATAC1219.peak_198138"	"Filip1l"	0.895324940682222	0.0276156832951312	0.692197390504501
"109018"	"gene209046"	"ImmGenATAC1219.peak_198139"	"Filip1l"	0.202241960133918	0.0107357629015791	0.754526346602866
"109348"	"gene209376"	"ImmGenATAC1219.peak_198436"	"Cpox"	0.522000623026465	0.031596894171315	0.712974716210721
"109354"	"gene209382"	"ImmGenATAC1219.peak_198441"	"Cpox"	-0.222415126280146	0.0366493299242921	0.659707719227872
"109377"	"gene209405"	"ImmGenATAC1219.peak_198462"	"Gpr15"	0.51950372512885	0.000388890988062539	0.873836954566361
"109450"	"gene209478"	"ImmGenATAC1219.peak_198528"	"Riox2"	0.649131490521689	0.0266268489605521	0.718348490937791
"109662"	"gene209690"	"ImmGenATAC1219.peak_198719"	"Pros1"	0.330820634253776	6.66966725995467e-05	0.929691066434918
"109761"	"gene209789"	"ImmGenATAC1219.peak_198808"	"Csnka2ip"	0.919253628438094	0.0010849057807416	0.84965553918692
"109781"	"gene209809"	"ImmGenATAC1219.peak_198826"	"4930453N24Rik"	0.433678847571361	0.0455207000989618	0.659704818992907
"109824"	"gene209852"	"ImmGenATAC1219.peak_198865"	"Cggbp1"	0.536572382068291	0.0185869284758889	0.79358209290149
"109875"	"gene209903"	"ImmGenATAC1219.peak_198910"	"Cggbp1"	0.690614843518014	0.0340834363929746	0.696645192373793
"110188"	"gene210217"	"ImmGenATAC1219.peak_199193"	"Gbe1"	0.439767957240352	0.0392546596244898	0.694688287864649
"110281"	"gene210310"	"ImmGenATAC1219.peak_199277"	"8030451O07Rik"	0.52593896057258	1.92210596132911e-05	0.925390628751478
"110557"	"gene210586"	"ImmGenATAC1219.peak_199525"	"Rbm11"	0.335501084866802	0.00683733150536238	0.750761387309076
"110603"	"gene210632"	"ImmGenATAC1219.peak_199567"	"Hspa13"	0.328782138291989	0.0290188990802369	0.628727686570017
"110824"	"gene210853"	"ImmGenATAC1219.peak_199766"	"Nrip1"	0.770235365094741	0.0369127978982245	0.632904713346261
"110915"	"gene210944"	"ImmGenATAC1219.peak_199848"	"Nrip1"	0.448553146327738	0.0367578201870859	0.674716538798683
"110949"	"gene210978"	"ImmGenATAC1219.peak_199879"	"Fau"	0.426660688483216	0.00540853315768348	0.799774609437388
"110982"	"gene211011"	"ImmGenATAC1219.peak_199908"	"Gm30726"	0.350281003249316	0.00610644797424034	0.735681786786564
"111116"	"gene211145"	"ImmGenATAC1219.peak_200026"	"Usp25"	0.405348142113959	0.0221638306871139	0.741248663531779
"111350"	"gene211379"	"ImmGenATAC1219.peak_200237"	"E330011O21Rik"	0.35831669257166	0.015753115402172	0.756766617206415
"111409"	"gene211438"	"ImmGenATAC1219.peak_200290"	"Btg3"	1.2727474632953	0.0388527769736112	0.699333867238025
"111525"	"gene211554"	"ImmGenATAC1219.peak_200395"	"D16Ertd472e"	0.246174656414671	0.0356486703345012	0.694374036098584
"111526"	"gene211555"	"ImmGenATAC1219.peak_200396"	"D16Ertd472e"	1.51803868710155	0.0243142800191209	0.74034647598421
"111806"	"gene211835"	"ImmGenATAC1219.peak_200648"	"Atp5j"	0.22431931069902	0.00490898832979547	0.744291784629032
"111817"	"gene211846"	"ImmGenATAC1219.peak_200658"	"Atp5j"	0.216575517117501	0.000171763404838118	0.890217669261974
"112146"	"gene212175"	"ImmGenATAC1219.peak_200954"	"N6amt1"	0.849498969269225	0.000959931656661056	0.852365904020443
"112169"	"gene212198"	"ImmGenATAC1219.peak_200975"	"Usp16"	0.244413603635309	0.0147915014401969	0.731987365324964
"112182"	"gene212211"	"ImmGenATAC1219.peak_200987"	"B130034C11Rik"	-1.21801040368374	0.0186157667838028	0.682680748039658
"112272"	"gene212301"	"ImmGenATAC1219.peak_201067"	"Bach1"	0.368410122179442	0.0366259063415005	0.705801996163513
"112306"	"gene212335"	"ImmGenATAC1219.peak_201098"	"Bach1"	0.374618373450819	0.0175826470582947	0.72648529527284
"112335"	"gene212364"	"ImmGenATAC1219.peak_201123"	"Bach1"	0.597464632624203	0.0174322748281241	0.718668499582799
"112353"	"gene212382"	"ImmGenATAC1219.peak_20114"	"Mgat5"	0.248240002128853	0.0233831090735843	0.70855605222242
"112367"	"gene212396"	"ImmGenATAC1219.peak_201152"	"Bach1"	0.300250239812086	0.0485379423034893	0.677778321566724
"112475"	"gene212504"	"ImmGenATAC1219.peak_20125"	"Mgat5"	0.267202785069219	0.000234936927799711	0.902029790938123
"112537"	"gene212566"	"ImmGenATAC1219.peak_201305"	"Tiam1"	0.46943627160297	0.0321815053723085	0.608123270409522
"112644"	"gene212673"	"ImmGenATAC1219.peak_201401"	"Tiam1"	0.341153302041248	0.0282900008244347	0.657021668861378
"112677"	"gene212706"	"ImmGenATAC1219.peak_201431"	"Tiam1"	0.416751857317355	0.0365799615266082	0.683164864857721
"112701"	"gene212730"	"ImmGenATAC1219.peak_201453"	"Gm10789"	0.216199201502273	0.000157011177797819	0.915609547136062
"112907"	"gene212936"	"ImmGenATAC1219.peak_201639"	"Hunk"	0.252692943576306	0.00131299873727941	0.852167292956746
"112912"	"gene212941"	"ImmGenATAC1219.peak_201643"	"Hunk"	0.790438080913485	0.00892366950637786	0.73351269726195
"113060"	"gene213089"	"ImmGenATAC1219.peak_201777"	"Cfap298"	-0.210758408815928	0.0477880120424843	0.645382621539019
"113270"	"gene213299"	"ImmGenATAC1219.peak_201966"	"A930006K02Rik"	0.378760448612882	0.00132314118820163	0.827014798854226
"113347"	"gene213376"	"ImmGenATAC1219.peak_202034"	"Ifngr2"	0.375941871604916	0.0259357600046013	0.715885112353658
"113563"	"gene213592"	"ImmGenATAC1219.peak_202229"	"Slc5a3"	0.208283868958113	0.0294130987414326	0.630204596941891
"113585"	"gene213614"	"ImmGenATAC1219.peak_202249"	"Slc5a3"	0.240520906758831	0.00279611287004407	0.75530674387736
"113587"	"gene213616"	"ImmGenATAC1219.peak_202250"	"Slc5a3"	0.352844449270772	0.00820139524730353	0.727241220501273
"114458"	"gene214487"	"ImmGenATAC1219.peak_203034"	"Sim2"	0.207860382103353	0.00138906050393995	0.842454011272488
"114546"	"gene214575"	"ImmGenATAC1219.peak_203113"	"Hlcs"	0.251920090937133	0.00160344310867903	0.984510798460664
"114550"	"gene214579"	"ImmGenATAC1219.peak_203117"	"Hlcs"	0.332092716696133	0.00408080375324294	0.794714191719402
"114554"	"gene214583"	"ImmGenATAC1219.peak_203120"	"Hlcs"	0.392645939131977	0.00819024337235982	0.850186942035285
"114555"	"gene214584"	"ImmGenATAC1219.peak_203121"	"Hlcs"	0.652971952411237	0.00109728704366372	0.932026708643838
"114557"	"gene214586"	"ImmGenATAC1219.peak_203123"	"Hlcs"	0.208969885621333	0.00251053772245944	0.851463790695671
"114899"	"gene214928"	"ImmGenATAC1219.peak_203431"	"Kcnj15"	0.731314809195604	0.00903381772535572	0.724241742089632
"114948"	"gene214977"	"ImmGenATAC1219.peak_203476"	"Gm31641"	0.657997466089892	0.0110427010671288	0.794933789943676
"114956"	"gene214985"	"ImmGenATAC1219.peak_203483"	"Gm31641"	0.323740572095772	0.00241830991841312	0.852821539551299
"115138"	"gene215167"	"ImmGenATAC1219.peak_203647"	"Ets2"	0.291602966842397	0.00540958767370525	0.7640424761982
"115175"	"gene215204"	"ImmGenATAC1219.peak_203680"	"Ets2"	0.478366055976649	0.030408443763381	0.639357654663324
"115337"	"gene215367"	"ImmGenATAC1219.peak_203827"	"Brwd1"	0.473838988221109	0.0417899740603641	0.649086276602722
"115362"	"gene215392"	"ImmGenATAC1219.peak_20385"	"Map3k19"	0.542997914928779	0.0248920091586901	0.676039716057295
"115364"	"gene215394"	"ImmGenATAC1219.peak_203851"	"Hmgn1"	0.337275871326156	0.0104160485267769	0.723524768407422
"115365"	"gene215395"	"ImmGenATAC1219.peak_203852"	"Hmgn1"	1.18844078903401	0.00266430935196336	0.823512563957655
"115366"	"gene215396"	"ImmGenATAC1219.peak_203853"	"Hmgn1"	0.939157984143218	0.0299253581690273	0.703457656973334
"115663"	"gene215693"	"ImmGenATAC1219.peak_20412"	"Rab3gap1"	0.483642532832304	0.000491950426096444	0.920828513574688
"116144"	"gene216174"	"ImmGenATAC1219.peak_204553"	"Prdm15"	0.618554270501266	0.0427497297113366	0.676226196804294
"117148"	"gene217178"	"ImmGenATAC1219.peak_205457"	"3300005D01Rik"	0.282782201322008	0.00253773490673173	0.808086276001356
"117660"	"gene217692"	"ImmGenATAC1219.peak_20592"	"Cxcr4"	0.582370325418811	0.0369103044694581	0.68513018994653
"117783"	"gene217815"	"ImmGenATAC1219.peak_20603"	"Cxcr4"	0.662438324390432	0.0272145767834749	0.691459961194212
"118087"	"gene218120"	"ImmGenATAC1219.peak_206304"	"Pde10a"	0.284036710462453	0.0461081928912201	0.646985567198379
"118089"	"gene218122"	"ImmGenATAC1219.peak_206306"	"Pde10a"	0.259586727678762	0.00197839444753824	0.821677276034348
"118588"	"gene218621"	"ImmGenATAC1219.peak_206756"	"A230009B12Rik"	-0.201421556503095	0.00916466283452276	0.780704616911558
"118885"	"gene218918"	"ImmGenATAC1219.peak_207022"	"Agpat4"	0.367078962030696	0.00294926115400513	0.805295086575171
"118947"	"gene218980"	"ImmGenATAC1219.peak_207079"	"Agpat4"	0.425063033104453	5.25053181777337e-06	0.945807630237755
"119154"	"gene219187"	"ImmGenATAC1219.peak_207265"	"Slc22a1"	0.376264436242755	0.0190012165880806	0.67731788148553
"119241"	"gene219274"	"ImmGenATAC1219.peak_207343"	"Igf2r"	0.451157022099441	0.00795632777851089	0.748656737352432
"119311"	"gene219344"	"ImmGenATAC1219.peak_207406"	"Wtap"	0.532868629924738	0.0392807208720583	0.691170458576924
"120072"	"gene220105"	"ImmGenATAC1219.peak_208091"	"Wdr27"	0.381369007673652	0.00375591983126945	0.8128374241991
"120274"	"gene220307"	"ImmGenATAC1219.peak_208273"	"Pdcd2"	0.512335846745143	0.0118476577771514	0.760165408317705
"120328"	"gene220361"	"ImmGenATAC1219.peak_208321"	"Chd1"	1.16954642597257	0.0279650948455125	0.735574817881283
"120382"	"gene220415"	"ImmGenATAC1219.peak_208370"	"Rgmb"	0.425807304368438	0.00130587936355439	0.848067881879713
"120389"	"gene220422"	"ImmGenATAC1219.peak_208377"	"Rgmb"	1.43874003138562	0.000625054348950194	0.926825059632197
"120393"	"gene220426"	"ImmGenATAC1219.peak_208380"	"Rgmb"	0.709640346085606	0.0128031782143752	0.76319010382557
"120398"	"gene220431"	"ImmGenATAC1219.peak_208385"	"Rgmb"	0.365002980822255	0.00726102639817715	0.787894855819466
"120480"	"gene220513"	"ImmGenATAC1219.peak_208459"	"Lix1"	0.259234679278838	0.00343908308575792	0.839676679701558
"120489"	"gene220522"	"ImmGenATAC1219.peak_208467"	"Lix1"	0.212864347776458	0.0146942795713676	0.76435614375006
"120495"	"gene220528"	"ImmGenATAC1219.peak_208472"	"Lix1"	1.08525460009727	0.0151872182407514	0.776374070619685
"120496"	"gene220529"	"ImmGenATAC1219.peak_208473"	"Lix1"	1.76920875986978	0.000228111623768811	0.917935197190977
"120498"	"gene220531"	"ImmGenATAC1219.peak_208475"	"Lix1"	0.245212564922977	0.0013142618277173	0.875963334522996
"120615"	"gene220648"	"ImmGenATAC1219.peak_208580"	"Mir99b"	0.294453362419334	0.0020903792732128	0.868796067819656
"120666"	"gene220699"	"ImmGenATAC1219.peak_208626"	"Fpr2"	0.370933407069498	8.54328999706556e-05	0.925009475897858
"120680"	"gene220713"	"ImmGenATAC1219.peak_208639"	"Fpr-rs4"	0.577584782500617	0.0459253246558024	0.689250843661524
"120697"	"gene220730"	"ImmGenATAC1219.peak_208654"	"Vmn2r95"	0.209252850103587	0.0409765702257483	0.62417935961381
"120757"	"gene220790"	"ImmGenATAC1219.peak_208708"	"Vmn2r97"	0.551958114833194	0.00908498385624383	0.831539975661131
"120795"	"gene220828"	"ImmGenATAC1219.peak_208742"	"Vmn2r100"	0.2442787146406	0.0481652855148229	0.691793228625972
"120850"	"gene220883"	"ImmGenATAC1219.peak_208792"	"Zfp677"	0.254087507057864	0.00961404853515446	0.719649965748077
"120851"	"gene220884"	"ImmGenATAC1219.peak_208793"	"Zfp677"	0.864195158852125	0.000582663767556664	0.900824368787447
"120917"	"gene220950"	"ImmGenATAC1219.peak_208852"	"Zfp52"	-0.221774854170021	0.019406651987444	0.713202978873257
"120938"	"gene220971"	"ImmGenATAC1219.peak_208871"	"Zfp983"	0.253913302582471	0.00322699787752773	0.818928008384146
"120940"	"gene220973"	"ImmGenATAC1219.peak_208873"	"Zfp983"	0.238938965435216	0.000770090943551748	0.871270660295244
"120957"	"gene220990"	"ImmGenATAC1219.peak_208889"	"Zfp760"	-0.27313976940767	0.0408149107112225	0.672778006077426
"121245"	"gene221280"	"ImmGenATAC1219.peak_209149"	"Srrm2"	0.333656798719356	0.0132995483668389	0.820329847823719
"121246"	"gene221281"	"ImmGenATAC1219.peak_20915"	"Zp3r"	0.288663341814335	0.000150054936393766	0.894977606748523
"121276"	"gene221311"	"ImmGenATAC1219.peak_209177"	"Prss32"	0.208777413077392	0.0420633536230974	0.639500240416246
"121279"	"gene221314"	"ImmGenATAC1219.peak_20918"	"Zp3r"	0.247984282873469	0.0129913168705688	0.72833831349578
"121290"	"gene221325"	"ImmGenATAC1219.peak_20919"	"Zp3r"	0.265705953135316	0.0125986284901158	0.747404189430163
"121646"	"gene221681"	"ImmGenATAC1219.peak_20951"	"AA986860"	0.796677888031327	2.36661926997844e-05	0.966516390202913
"121798"	"gene221833"	"ImmGenATAC1219.peak_209647"	"Ube2i"	0.204105663696036	0.000393905480326156	0.889689212296055
"122381"	"gene222416"	"ImmGenATAC1219.peak_210170"	"Atp6v0e"	-0.25479280541107	0.00383562454561467	0.832091465682381
"123834"	"gene223869"	"ImmGenATAC1219.peak_211479"	"Pim1"	0.731192000287572	0.0104448911580624	0.812480284648438
"124111"	"gene224146"	"ImmGenATAC1219.peak_211728"	"Zfand3"	0.339028692923928	0.0421304039477813	0.670402321888273
"124648"	"gene224683"	"ImmGenATAC1219.peak_212210"	"Wdr4"	0.226634974288453	0.00807034395506057	0.796964461771872
"124666"	"gene224701"	"ImmGenATAC1219.peak_212227"	"Pknox1"	0.220450848940212	0.019367071214718	0.749999138420011
"124674"	"gene224709"	"ImmGenATAC1219.peak_212234"	"Pknox1"	0.275990994345294	0.00470857827150258	0.83923460334321
"124935"	"gene224970"	"ImmGenATAC1219.peak_21247"	"Ikbke"	0.212542024576484	0.00461699674368557	0.799179677910977
"125345"	"gene225381"	"ImmGenATAC1219.peak_21284"	"Srgap2"	-0.215062505718071	0.00179758971492633	0.835358079351111
"125411"	"gene225447"	"ImmGenATAC1219.peak_2129"	"Paqr8"	0.284315715893077	0.00230146082809295	0.823568407608337
"126496"	"gene226532"	"ImmGenATAC1219.peak_213876"	"Ier3"	0.30287311126971	0.00221625192268164	0.83868057678207
"126720"	"gene226756"	"ImmGenATAC1219.peak_214077"	"Trim39"	0.272696058848156	0.0247636261239903	0.733871585555842
"126844"	"gene226880"	"ImmGenATAC1219.peak_214189"	"2410137M14Rik"	0.418902439511916	0.000407234118894946	0.914530538636383
"126876"	"gene226912"	"ImmGenATAC1219.peak_214217"	"Gabbr1"	0.24100400942282	0.000842255263573896	0.849684282363501
"127144"	"gene227180"	"ImmGenATAC1219.peak_214459"	"Cd2ap"	0.776167665162992	0.0256593426122981	0.734816123679585
"127598"	"gene227634"	"ImmGenATAC1219.peak_214868"	"Enpp4"	0.429795193603333	0.0207725926954801	0.722880219397345
"127782"	"gene227818"	"ImmGenATAC1219.peak_215032"	"Runx2"	0.41244010813912	0.00845901442788054	0.730928242539632
"127860"	"gene227896"	"ImmGenATAC1219.peak_215102"	"Runx2"	0.233601788621216	0.0163127023430134	0.748980342001503
"127960"	"gene227996"	"ImmGenATAC1219.peak_215193"	"4930564C03Rik"	0.225603021085653	0.00114695331996748	0.850241379599363
"128074"	"gene228110"	"ImmGenATAC1219.peak_215296"	"Cdc5l"	0.222649587717686	0.000505596437388621	0.86907477914563
"128151"	"gene228187"	"ImmGenATAC1219.peak_215365"	"Spats1"	0.432397211460424	0.0306213741019443	0.704318557627776
