"GENE_NAME"	"GENE_TYPE"	"beta"	"StdErr"	"Tvalue"	"Chisq"	"Pvalue"	"CalledSignificant"	"Chromosome.scaffold.name"	"gene"	"Chromosome.scaffold.name.1"	"Gene.start..bp."	"Gene.end..bp."
"388"	"ALG5"	"protein_coding"	0.0298468771773141	0.0197350172522573	1.5123816106064	2.25481147401143	0.133199676343764	0	"13"	"Alg5"	"3"	54735539	54751318
"389"	"ALG6"	"protein_coding"	-0.0146033579899703	0.0155292745303791	-0.940376059512791	0.879379653374244	0.34837164363059	0	"1"	"Alg6"	"4"	99715664	99763460
"390"	"ALG8"	"protein_coding"	-0.0513670034560871	0.0180116891164732	-2.85187042280825	7.70456211628674	0.00550814334887869	0	"11"	"Alg8"	"7"	97371606	97392185
"391"	"ALG9"	"protein_coding"	-0.00821213099344558	0.0199534819851683	-0.411563806234409	0.169153147412757	0.680865531518022	0	"11"	"Alg9"	"9"	50775019	50843542
"392"	"ALKBH1"	"protein_coding"	-0.069724531208552	0.0362981566340625	-1.92088352892063	3.58738602769373	0.0582197530595461	0	"14"	"Alkbh1"	"12"	87425840	87444017
"393"	"ALKBH2"	"protein_coding"	-0.0776123119339904	0.0239586389379713	-3.23942909006342	9.85308724352743	0.00169546989984984	0	"12"	"Alkbh2"	"5"	114123926	114128218
"394"	"ALKBH3"	"protein_coding"	0.0189427253593814	0.0246161404022417	0.769524590364149	0.58861991018432	0.442953287630341	0	"11"	"Alkbh3"	"2"	93980550	94010807
"395"	"ALKBH3"	"protein_coding"	0.0189427253593814	0.0246161404022417	0.769524590364149	0.58861991018432	0.442953287630341	0	"11"	"Gm27027"	"2"	93956817	93996354
"396"	"ALKBH4"	"protein_coding"	0.0462468402600826	0.020102987986291	2.30049584129584	5.12255306700223	0.0236168460589708	0	"7"	"Alkbh4"	"5"	136136146	136141615
"397"	"ALKBH5"	"protein_coding"	0.0291340131580411	0.0171750102574761	1.69630251867589	2.82494984432461	0.0928097915416521	0	"17"	"Alkbh5"	"11"	60536381	60558512
"398"	"ALKBH6"	"protein_coding"	0.0577003208430011	0.0545474525517939	1.05780046810093	1.10788126328987	0.29254297899168	0	"19"	"Alkbh6"	"7"	30308717	30314304
"399"	"ALKBH7"	"protein_coding"	-0.21065037496116	0.0246159749743698	-8.55746624622789	50.9255814924709	9.59350856355436e-13	1	"19"	"Alkbh7"	"17"	56997339	56999322
"400"	"ALKBH8"	"protein_coding"	0.0572328832863203	0.0253669509594657	2.25619875947148	4.9331509499322	0.0263462357616536	0	"11"	"Alkbh8"	"9"	3335140	3391154
"401"	"ALMS1"	"protein_coding"	-0.0190616801773358	0.0331845599006607	-0.574414132186707	0.329264469501339	0.566092516377955	0	"2"	"Alms1"	"6"	85587531	85702753
"402"	"ALOX12"	"protein_coding"	0.0296014290055201	0.0365678795714892	0.809492629936337	0.651852750053052	0.419451050947056	0	"17"	"Alox12"	"11"	70241457	70255353
"403"	"ALOX5AP"	"protein_coding"	0.217838922085637	0.0544008558978817	4.0043289483267	14.5987033198842	0.000133006032597834	0	"13"	"Alox5ap"	"5"	149264767	149288153
"404"	"ALPK1"	"protein_coding"	-0.0813335228601539	0.0177011445715651	-4.59481716175615	18.7107668836426	1.52121106871659e-05	0	"4"	"Alpk1"	"3"	127670310	127780527
"405"	"ALPK2"	"protein_coding"	0.0772809349177996	0.0442416307292876	1.74679218744621	2.99180488145299	0.0836868449124824	0	"18"	"Alpk2"	"18"	65265529	65394066
"406"	"ALS2"	"protein_coding"	0.0592298317922434	0.0223411565856052	2.65115333511453	6.73333664658881	0.00946274275862241	0	"2"	"Als2"	"1"	59162926	59237231
"407"	"ALS2CL"	"protein_coding"	-0.314133147419117	0.0376700615514362	-8.33906647564636	49.8811237400548	1.63348601363689e-12	1	"3"	"Als2cl"	"9"	110879870	110900530
"408"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"4931428L18Rik"	"1"	30997842	31222684
"409"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm4340"	"10"	104194042	104196522
"410"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm20765"	"10"	104185533	104188000
"411"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm4302"	"10"	100340836	100341762
"412"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Alyref"	"11"	120592121	120598365
"413"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm21304"	"10"	104168515	104170983
"414"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm21293"	"10"	104142987	104153674
"415"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm5698"	"1"	30977243	30977968
"416"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm8764"	"10"	104160006	104162473
"417"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm6763"	"10"	104151497	104153965
"418"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm21312"	"10"	104177024	104179491
"419"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm4301"	"10"	100335676	100336589
"420"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm4312"	"10"	100381647	100382560
"421"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm4305"	"10"	100351093	100352002
"422"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Alyref2"	"1"	171503478	171504750
"423"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm4303"	"10"	100345972	100346881
"424"	"ALYREF"	"protein_coding"	0.0769171739332122	0.0550496424839103	1.39723294217021	1.92214032076907	0.165620904593565	0	"17"	"Gm4307"	"10"	100361338	100362247
"425"	"AMACR"	"protein_coding"	0.0699652645482482	0.0281332329668906	2.48692585848874	5.92280957033023	0.0149461067691649	0	"5"	"Amacr"	"15"	10981756	10996626
"426"	"AMBRA1"	"protein_coding"	0.000600293557368821	0.0243875494285294	0.0246147551285566	0.000604194424951743	0.980389679707083	0	"11"	"Ambra1"	"2"	91730134	91918849
"427"	"AMD1"	"protein_coding"	0.00875711612523438	0.0146780664159817	0.59661237911415	0.355142694635447	0.551216312897852	0	"6"	"Amd2"	"10"	35708675	35711892
"428"	"AMD1"	"protein_coding"	0.00875711612523438	0.0146780664159817	0.59661237911415	0.355142694635447	0.551216312897852	0	"6"	"Amd1"	"10"	40287458	40302188
"429"	"AMDHD1"	"protein_coding"	0.0520923904737945	0.047555918051575	1.09539238454612	1.19086353460682	0.275155440319406	0	"12"	"Amdhd1"	"10"	93523338	93540033
"430"	"AMDHD2"	"protein_coding"	0.0625196571783089	0.0276193811999755	2.26361542011536	4.96463734512309	0.0258707395486432	0	"16"	"Amdhd2"	"17"	24155833	24163766
"431"	"AMFR"	"protein_coding"	0.00351114352275941	0.0267383301418386	0.131314988787029	0.0172350907967314	0.89555184702544	0	"16"	"Amfr"	"8"	93971588	94012842
"432"	"AMIGO2"	"protein_coding"	-0.107568025526976	0.0331475262674224	-3.24512980724884	9.86666805390081	0.00168300020602826	0	"12"	"Amigo2"	"15"	97244125	97247287
"433"	"AMMECR1"	"protein_coding"	-0.0537258133412939	0.035075870497238	-1.53170292225604	2.31195152802499	0.128382775707594	0	"X"	"Ammecr1"	"X"	142851146	142966728
"434"	"AMMECR1L"	"protein_coding"	0.061578738060069	0.0191792616535971	3.21069388239562	9.61578698542228	0.00192911775866585	0	"2"	"Ammecr1l"	"18"	31759826	31782743
"435"	"AMN1"	"protein_coding"	-0.0158303723371874	0.014599384422028	-1.08431779584501	1.16708171532675	0.280001681779342	0	"12"	"Amn1"	"6"	149157147	149188712
"436"	"AMPD2"	"protein_coding"	0.00249240960644047	0.0318208991508236	0.0783261841416558	0.00613454882358155	0.937570835428717	0	"1"	"Ampd2"	"3"	108074062	108086651
"437"	"AMPD3"	"protein_coding"	-0.0386328573929916	0.0353081950124474	-1.09416121043208	1.18820809943438	0.275691302047232	0	"11"	"Ampd3"	"7"	110768206	110812405
"438"	"AMPH"	"protein_coding"	0.120834955847557	0.0391230257458803	3.08858922703035	8.91100020870246	0.00283457969966747	0	"7"	"Amph"	"13"	18948205	19150921
"439"	"AMT"	"protein_coding"	0.00589142014296206	0.0336521108260903	0.175068368620564	0.0306429899303566	0.861039251787129	0	"3"	"Amt"	"9"	108296853	108302302
"440"	"AMZ1"	"protein_coding"	0.00131803242582248	0.0298461686706291	0.0441608583120931	0.00194332320714352	0.964838132277179	0	"7"	"Amz1"	"5"	140724127	140761439
"441"	"AMZ2"	"protein_coding"	0.0184641655271478	0.0207296245414975	0.890713938893849	0.788860841084997	0.374444804528052	0	"17"	"Amz2"	"11"	109425946	109452813
"442"	"ANAPC1"	"protein_coding"	-0.0350794888568307	0.0184668539539899	-1.89959204443979	3.5192154589714	0.0606611556394952	0	"2"	"Anapc1"	"2"	128610104	128687391
"443"	"ANAPC10"	"protein_coding"	0.000852899175716347	0.016633260566264	0.051276727874162	0.00262879316314724	0.959108972387573	0	"4"	"Anapc10"	"8"	79711820	79779059
"444"	"ANAPC13"	"protein_coding"	-0.0520442832461034	0.0186863271370255	-2.78515316918442	7.38371559795384	0.00658170552126879	0	"3"	"Anapc13"	"9"	102626296	102634425
"445"	"ANAPC15"	"protein_coding"	-0.0611456091404258	0.0127282798814063	-4.8039177100237	19.9503044240246	7.94812990813771e-06	0	"11"	"Anapc15-ps"	"10"	95672991	95673451
"446"	"ANAPC15"	"protein_coding"	-0.0611456091404258	0.0127282798814063	-4.8039177100237	19.9503044240246	7.94812990813771e-06	0	"11"	"Anapc15"	"7"	101863715	101901849
"447"	"ANAPC16"	"protein_coding"	-0.0798206333445617	0.0114970104911411	-6.94272945180547	37.0007442669402	1.18084164066128e-09	1	"10"	"Anapc16"	"10"	59987409	60003135
"448"	"ANAPC2"	"protein_coding"	0.083807956724133	0.0313075999797744	2.67692051700786	6.85706584804288	0.00882914147540784	0	"9"	"Anapc2"	"2"	25272478	25285915
"449"	"ANAPC4"	"protein_coding"	0.0261639249697589	0.0195440097365983	1.33871837572635	1.77030999177508	0.183343719769477	0	"4"	"Anapc4"	"5"	52834012	52867797
"450"	"ANAPC5"	"protein_coding"	0.0211192939825823	0.00990099360230791	2.13304793749785	4.40659370879771	0.0358002590144309	0	"12"	"Anapc5"	"5"	122787459	122821339
"451"	"ANAPC7"	"protein_coding"	-0.00855932180014847	0.0127789766300299	-0.66979712444536	0.447322521611115	0.503609196194741	0	"12"	"Anapc7"	"5"	122421693	122444912
"452"	"ANGEL1"	"protein_coding"	-0.0456661852946715	0.0297798892117658	-1.53345719219899	2.3018907291478	0.129216621448002	0	"14"	"Angel1"	"12"	86700502	86726460
"453"	"ANGEL2"	"protein_coding"	-0.00582024800463013	0.0113489695907988	-0.512843739518777	0.262334957195979	0.608520527000921	0	"1"	"Angel2"	"1"	190925112	190946962
"454"	"ANGPT2"	"protein_coding"	-0.0149497984061766	0.0117867741702434	-1.26835368101975	1.59196795727276	0.207045192830429	0	"8"	"Angpt2"	"8"	18690263	18741562
"455"	"ANGPTL4"	"protein_coding"	-0.0319363701680859	0.0260403326817882	-1.22641943781391	1.47413950697168	0.224693706765027	0	"19"	"Angptl4"	"17"	33773750	33781830
"456"	"ANK1"	"protein_coding"	0.0178988640485642	0.0477976194897478	0.374471872022902	0.140104872906875	0.708176776696575	0	"8"	"Ank1"	"8"	22974844	23150497
"457"	"ANK2"	"protein_coding"	0.0143008502079129	0.0502897477488729	0.284369098038145	0.0808244243243905	0.77618327000082	0	"4"	"Ank2"	"3"	126921612	127499350
"458"	"ANK3"	"protein_coding"	-0.228268861678967	0.0410178937042171	-5.56510442308495	25.6182912268634	4.16076601903614e-07	1	"10"	"Ank3"	"10"	69398773	70027438
"459"	"ANKAR"	"protein_coding"	0.0735975920658918	0.0340558374540871	2.16108595670606	4.53745457475873	0.0331608674927491	0	"2"	"Ankar"	"1"	72642980	72700579
"460"	"ANKDD1A"	"protein_coding"	0.0163804047755108	0.0182973326659772	0.895234571865721	0.797380801920148	0.371877622208728	0	"15"	"Ankdd1a"	"9"	65488470	65520193
"461"	"ANKEF1"	"protein_coding"	-0.0165530225420504	0.0199463949637384	-0.82987540215377	0.685647709125746	0.407648713182694	0	"20"	"Ankef1"	"2"	136501910	136562091
"462"	"ANKFY1"	"protein_coding"	-0.0250319705044398	0.0206148921255882	-1.21426638334764	1.45945643814903	0.227016626919747	0	"17"	"Ankfy1"	"11"	72690006	72772146
"463"	"ANKH"	"protein_coding"	-0.121830471254774	0.0256180867382949	-4.75564285886569	19.82609616778	8.48167644444207e-06	0	"5"	"Ank"	"15"	27466677	27594909
"464"	"ANKHD1"	"protein_coding"	-0.0517904850261991	0.0120475285319356	-4.29884726057405	16.3844177804965	5.17085790467559e-05	0	"5"	"Ankhd1"	"18"	36559987	36658913
"465"	"ANKHD1"	"protein_coding"	-0.0517904850261991	0.0120475285319356	-4.29884726057405	16.3844177804965	5.17085790467559e-05	0	"5"	"Maskbp3"	"18"	36647860	36665917
"468"	"ANKIB1"	"protein_coding"	-0.0375196007122404	0.0127498325326396	-2.94275243350767	8.21722200391148	0.00414946739171757	0	"7"	"Ankib1"	"5"	3690000	3802925
"469"	"ANKLE1"	"protein_coding"	-0.00624819275444554	0.0183030649482355	-0.341374123520657	0.116334519858945	0.733044512036655	0	"19"	"Ankle1"	"8"	71406010	71409904
"470"	"ANKLE2"	"protein_coding"	-0.0638151495918718	0.0105062450657753	-6.0740206603169	30.2748359890435	3.74959080209623e-08	1	"12"	"Ankle2"	"5"	110231004	110256651
"471"	"ANKMY1"	"protein_coding"	0.00714285797583875	0.0336709327002221	0.212137217564859	0.0448830972026997	0.83221913436925	0	"2"	"Ankmy1"	"1"	92859803	92902906
"472"	"ANKMY2"	"protein_coding"	0.146297530665082	0.0289951592363748	5.04558466026803	21.7889565064465	3.0434689377335e-06	0	"7"	"Ankmy2"	"12"	36157114	36197291
"473"	"ANKRA2"	"protein_coding"	0.004820243418614	0.0200163090688677	0.240815796859929	0.0579704685194997	0.809732938590704	0	"5"	"Ankra2"	"13"	98263074	98274754
"474"	"ANKRD10"	"protein_coding"	0.0546017084164583	0.0130376124497055	4.18801437971042	15.6686034660257	7.54665701664686e-05	0	"13"	"Ankrd10"	"8"	11611583	11635757
"475"	"ANKRD11"	"protein_coding"	-0.00928564236957423	0.0191981440820686	-0.483673959830689	0.233195097241641	0.629164766102684	0	"16"	"Ankrd11"	"8"	122883822	123042277
"476"	"ANKRD12"	"protein_coding"	-0.074029788075255	0.0164765010687202	-4.49305272803319	17.847175887691	2.39374261194136e-05	0	"18"	"Ankrd12"	"17"	65965698	66077089
"477"	"ANKRD13A"	"protein_coding"	-0.0583344381010744	0.0162110346937223	-3.5984401491451	11.990915305787	0.000534605256886221	0	"12"	"Ankrd13a"	"5"	114774677	114806200
"478"	"ANKRD13C"	"protein_coding"	-0.0145184928707071	0.0147134052296352	-0.986752736305017	0.967529711206263	0.325297035424487	0	"1"	"Ankrd13c"	"3"	157947239	158008034
"479"	"ANKRD13D"	"protein_coding"	0.0387479508682741	0.0195957104637746	1.97736902369042	3.81414720782873	0.05082146977494	0	"11"	"Ankrd13d"	"19"	4270180	4283137
"480"	"ANKRD17"	"protein_coding"	-0.0439844398989997	0.0154915750341413	-2.83924906293026	7.67245349444088	0.00560701654161687	0	"4"	"Ankrd17"	"5"	90227166	90366577
"481"	"ANKRD22"	"protein_coding"	-0.0102996459035869	0.0294966537253865	-0.349180147669513	0.121538181240723	0.727372158963152	0	"10"	"Ankrd22"	"19"	34121469	34166053
"482"	"ANKRD23"	"protein_coding"	-0.0458130433290065	0.0238702999060587	-1.91924875302376	3.5959891107329	0.0579191520339437	0	"2"	"Ankrd23"	"1"	36530188	36536883
"483"	"ANKRD23"	"protein_coding"	-0.0458130433290065	0.0238702999060587	-1.91924875302376	3.5959891107329	0.0579191520339437	0	"2"	"Gm42417"	"1"	36530193	36539429
"484"	"ANKRD27"	"protein_coding"	0.0397361339146288	0.0242699412811391	1.63725710970339	2.61284904801249	0.106001169129829	0	"19"	"Ankrd27"	"7"	35586244	35639226
"485"	"ANKRD28"	"protein_coding"	0.0290713271318836	0.0224291960415649	1.29613772504417	1.65302921595118	0.198547139582735	0	"3"	"Ankrd28"	"14"	31698768	31830651
"486"	"ANKRD29"	"protein_coding"	0.0349402383292597	0.040933446134443	0.853586532013478	0.725254257333916	0.394425807027368	0	"18"	"Ankrd29"	"18"	12252362	12305797
"487"	"ANKRD34A"	"protein_coding"	-0.0349414918684058	0.0174577805691923	-2.00148533944039	3.90768459567071	0.0480657760567627	0	"1"	"Ankrd34a"	"3"	96596636	96599775
"488"	"ANKRD37"	"protein_coding"	0.0587258712546575	0.0411041396746665	1.42870941271279	2.01420092647112	0.155833293491162	0	"4"	"Ankrd37"	"8"	45996902	46005707
"489"	"ANKRD39"	"protein_coding"	0.0715488264208198	0.0213115569760495	3.35727823646242	10.5363815252177	0.00117047355617265	0	"2"	"Ankrd39"	"1"	36537507	36547445
"490"	"ANKRD40"	"protein_coding"	-0.0380869779688452	0.022121388462351	-1.72172637507209	2.90486072287202	0.088312881759875	0	"17"	"Ankrd40"	"11"	94328001	94341841
"491"	"ANKRD42"	"protein_coding"	0.0128955460688621	0.0182248282877358	0.707581210931904	0.499091312321113	0.479899663980106	0	"11"	"Ankrd42"	"7"	92581723	92637142
"492"	"ANKRD44"	"protein_coding"	-0.0198947649034921	0.0145962013373926	-1.36300976148676	1.83589524000419	0.175432813201544	0	"2"	"Ankrd44"	"1"	54645340	54926387
"493"	"ANKRD45"	"protein_coding"	0.0530553739218599	0.0244842998170976	2.16691407629353	4.56126713319077	0.0327028692216123	0	"1"	"Ankrd45"	"1"	161142691	161170498
"494"	"ANKRD46"	"protein_coding"	-0.0678305432259837	0.021424102168051	-3.16608568676157	9.39150147703182	0.00217993596608951	0	"8"	"Ankrd46"	"15"	36477668	36496820
"495"	"ANKRD49"	"protein_coding"	-0.0550427803650993	0.0264910892245234	-2.07778471842317	4.20335536942959	0.0403440775651828	0	"11"	"Ankrd49"	"9"	14779618	14784856
"496"	"ANKRD52"	"protein_coding"	0.0695258678434713	0.0450724067064486	1.54253728442515	2.3442917154039	0.125742702353398	0	"12"	"Ankrd52"	"10"	128377115	128408704
"497"	"ANKRD54"	"protein_coding"	0.00920499928573619	0.0226261712451236	0.406829736503477	0.164978504607575	0.68461368348452	0	"22"	"Ankrd54"	"15"	79053094	79062893
"498"	"ANKRD55"	"protein_coding"	-0.281096393556273	0.0495006271872555	-5.678643070378	27.0420939060037	1.99072768402159e-07	1	"5"	"Ankrd55"	"13"	112288451	112384002
"499"	"ANKRD6"	"protein_coding"	-0.0404583269798315	0.0319704474843219	-1.26549141983927	1.57879732376728	0.208934014370042	0	"6"	"Ankrd6"	"4"	32804035	32950841
"500"	"ANKS1B"	"protein_coding"	-0.020689826011804	0.0366503932779421	-0.564518526578978	0.318040120069725	0.572787848316618	0	"12"	"Anks1b"	"10"	89873509	90973300
"501"	"ANKS3"	"protein_coding"	-0.0791673780941504	0.017532913547852	-4.51535780850579	17.880263105066	2.35248229905292e-05	0	"16"	"Anks3"	"16"	4941436	4964205
"502"	"ANKS4B"	"protein_coding"	0.000252215732612682	0.0146979107726356	0.017159971679938	0.000294311526502611	0.986312554764	0	"16"	"Anks4b"	"7"	120173858	120185586
"503"	"ANKS6"	"protein_coding"	-0.0407513736167082	0.0330207303479644	-1.23411484807514	1.50794958075556	0.219452228934103	0	"9"	"Anks6"	"4"	47015669	47057427
"504"	"ANKUB1"	"protein_coding"	-0.0311395318171861	0.0305968413443407	-1.01773681363831	1.02905676084254	0.310380310406112	0	"3"	"Ankub1"	"3"	57657393	57692799
"505"	"ANKZF1"	"protein_coding"	-0.0370574560951577	0.0175783636684612	-2.10812887900627	4.313672486013	0.0378072590407599	0	"2"	"Ankzf1"	"1"	75192151	75199387
"506"	"ANLN"	"protein_coding"	0.0869732961684165	0.0434330173524322	2.00246958351251	3.91143518556035	0.0479586251935098	0	"7"	"Anln"	"9"	22332012	22389188
"507"	"ANO10"	"protein_coding"	0.00124973019495822	0.0208106255962203	0.0600525048696853	0.00360622103082164	0.952114363095911	0	"3"	"Ano10"	"9"	122175874	122294423
"508"	"ANO2"	"protein_coding"	-0.0485456008578312	0.0408236635854991	-1.1891534613536	1.40121200600814	0.236520746731028	0	"12"	"Ano2"	"6"	125690419	126040126
"509"	"ANO4"	"protein_coding"	0.00336315534241962	0.0443046372001512	0.0759097817961173	0.00576208483042251	0.93949197579758	0	"12"	"Ano4"	"10"	88948994	89344762
"510"	"ANO6"	"protein_coding"	0.0579746334786465	0.0177843351830312	3.2598707166722	9.90333525434781	0.00164979500537084	0	"12"	"Ano6"	"15"	95790843	95974751
"511"	"ANO7"	"protein_coding"	0.00939909878576448	0.0412674128702151	0.227760795553731	0.0516650158656375	0.820190941980677	0	"2"	"Ano7"	"1"	93373930	93404303
"512"	"ANO9"	"protein_coding"	-0.246473206096761	0.0358112544122505	-6.88256276251654	36.6112426394944	1.44197661621852e-09	1	"11"	"Ano9"	"7"	141101212	141117806
"513"	"ANP32A"	"protein_coding"	0.0137695931782173	0.0285375248373404	0.482508320420286	0.231585166941201	0.63035093405647	0	"15"	"Anp32a"	"9"	62341293	62378812
"514"	"ANP32B"	"protein_coding"	-0.144896635080182	0.0149177792927873	-9.7130164105752	61.570961622809	4.27070794392097e-15	1	"9"	"Anp32b"	"4"	46450902	46472657
"515"	"ANP32E"	"protein_coding"	0.0425923096271792	0.0140354299264215	3.0346280698534	8.59701990154281	0.00336713540022632	0	"1"	"Anp32e"	"3"	95929246	95947390
"516"	"ANPEP"	"protein_coding"	0.137817814371605	0.0397141569700154	3.47024398568146	11.2084886376251	0.000814240075562854	0	"15"	"Anpep"	"7"	79821803	79861059
"517"	"ANTXR2"	"protein_coding"	-0.212027448115571	0.0341793805706391	-6.20337304467442	31.3500354335305	2.15454765365632e-08	1	"4"	"Antxr2"	"5"	97882783	98031043
"518"	"ANTXRL"	"protein_coding"	-0.278587745729202	0.0525173730403085	-5.30467785422889	23.8333840570704	1.05044717468261e-06	1	"10"	"Gm30083"	"14"	33988417	34015182
"519"	"ANTXRL"	"protein_coding"	-0.278587745729202	0.0525173730403085	-5.30467785422889	23.8333840570704	1.05044717468261e-06	1	"10"	"Antxrl"	"14"	34052707	34076405
"520"	"ANXA1"	"protein_coding"	0.080686380063196	0.0284242398551563	2.83864688992058	7.62652580184304	0.0057515989374698	0	"9"	"Anxa1"	"19"	20373428	20390944
"521"	"ANXA11"	"protein_coding"	-0.0212471675717266	0.0116654813911843	-1.82137083410748	3.24191832695005	0.0717765508875048	0	"10"	"Anxa11"	"14"	25842156	25886804
"522"	"ANXA2"	"protein_coding"	0.191931611443332	0.0241097997505535	7.9607302187952	45.3716703581184	1.62974755974385e-11	1	"15"	"Anxa2"	"9"	69453620	69491795
"523"	"ANXA3"	"protein_coding"	0.000497671753289308	0.0287321212050485	0.0173210933414085	0.000299832575052505	0.986184781227538	0	"4"	"Anxa3"	"5"	96793339	96845966
"524"	"ANXA4"	"protein_coding"	0.262917141089076	0.0220852298389398	11.9046594944423	78.6986556129972	7.23447855166716e-19	1	"2"	"Anxa4"	"6"	86736840	86793584
"525"	"ANXA5"	"protein_coding"	-0.0849112297101094	0.0347702038393166	-2.44206879265101	5.74191657121872	0.0165647078950395	0	"4"	"Anxa5"	"3"	36448923	36475894
"526"	"ANXA6"	"protein_coding"	0.11422789035181	0.0191031966264255	5.97951707170297	29.0429455428615	7.07914166727116e-08	1	"5"	"Anxa6"	"11"	54979108	55033445
"527"	"ANXA7"	"protein_coding"	-0.0289026995553361	0.0142438208362232	-2.02913950460779	4.00670221998766	0.04531971260518	0	"10"	"Anxa7"	"14"	20455260	20480133
"528"	"ANXA8L1"	"protein_coding"	-0.0603533850685866	0.0226281604666197	-2.66718035509859	6.73905300427241	0.0094324683113853	0	"10"	"Anxa8"	"14"	34085981	34100571
"529"	"AOAH"	"protein_coding"	0.587246232934475	0.0555621254364651	10.5691823039777	67.6393269847621	1.96312553021776e-16	1	"7"	"Aoah"	"13"	20794113	21036617
"530"	"AOC1"	"protein_coding"	0.0164917039014769	0.0254019331138695	0.649230270292792	0.42037948321223	0.516747750249454	0	"7"	"Aoc1"	"6"	48872896	48909188
"531"	"AOC1"	"protein_coding"	0.0164917039014769	0.0254019331138695	0.649230270292792	0.42037948321223	0.516747750249454	0	"7"	"Svs1"	"6"	48986861	48991722
"532"	"AOC1"	"protein_coding"	0.0164917039014769	0.0254019331138695	0.649230270292792	0.42037948321223	0.516747750249454	0	"7"	"Doxl1"	"6"	48929895	48933687
"533"	"AOC1"	"protein_coding"	0.0164917039014769	0.0254019331138695	0.649230270292792	0.42037948321223	0.516747750249454	0	"7"	"Doxl2"	"6"	48974963	48978746
"534"	"AP1AR"	"protein_coding"	-0.061934171656854	0.0261280600079842	-2.37040835170802	5.41064412098831	0.0200143296650013	0	"4"	"Ap1ar"	"3"	127807007	127837523
"535"	"AP1B1"	"protein_coding"	0.0717968939485313	0.0267505320008792	2.68394265752066	6.83713713926511	0.00892818112211781	0	"22"	"Ap1b1"	"11"	4986824	5042791
"536"	"AP1G1"	"protein_coding"	0.0530006429317208	0.0144743357572862	3.6616977677225	12.3337698015712	0.000444837160259333	0	"16"	"Ap1g1"	"8"	109778554	109864204
"537"	"AP1G2"	"protein_coding"	-0.0170944569033989	0.0137644806363254	-1.24192531160859	1.52710547508033	0.216547381657625	0	"14"	"Ap1g2"	"14"	55098575	55106593
"538"	"AP1M1"	"protein_coding"	-0.0141548759701569	0.0219167583332399	-0.645847152892545	0.415954970321494	0.51896236764147	0	"19"	"Ap1m1"	"8"	72240018	72257385
"539"	"AP1M2"	"protein_coding"	0.12018908744119	0.0610746760034827	1.96790380737078	3.76725414903515	0.0522653659348012	0	"19"	"Ap1m2"	"9"	21294275	21312337
"540"	"AP1S2"	"protein_coding"	0.0477783859693715	0.021721703335333	2.19956903157102	4.67733281187706	0.0305631664493956	0	"X"	"Ap1s2"	"X"	163909017	163933666
"541"	"AP1S3"	"protein_coding"	0.0550340299563592	0.0193833806535912	2.83923795027794	7.67597936443065	0.00559607132179353	0	"2"	"Ap1s3"	"1"	79606876	79671972
"542"	"AP2A1"	"protein_coding"	0.0689323684820267	0.0188765844587653	3.65173946762483	12.3222299097478	0.000447595673355738	0	"19"	"Ap2a1"	"7"	44900373	44929496
"543"	"AP2A2"	"protein_coding"	0.0188185195692872	0.0242452402908108	0.776173770338735	0.600160239666593	0.438516893921439	0	"11"	"Ap2a2"	"7"	141562173	141633011
