"N"	"gene"	"beta"	"pval"	"varexp"
"gene103826"	3617	"Arap1"	40.4502680166766	1	0
"gene103827"	3618	"Arap2"	13.5212026027186	0.0742186624822906	0.295646854218651
"gene103828"	3619	"Arap3"	54.779567897895	0.00431592338564978	0.504202335665227
"gene103829"	3620	"Arc"	-10.5084067064997	0.0101532848684909	0.793497557806514
"gene103830"	3621	"Arcn1"	37.690602250523	0.149284718256278	0.205403983708295
"gene103831"	3622	"Areg"	-59.8567274021187	0.179447063825233	0.194966772746325
"gene103832"	3623	"Arel1"	29.6987910983451	0.161417794274693	0.334036242486494
"gene103833"	3624	"Arf1"	88.9139812295126	4.55852135884236e-05	0.666945319087105
"gene103834"	3625	"Arf2"	0.963371054198925	0.999999809769497	0
"gene103835"	3626	"Arf3"	17.2424754988577	0.0289158215901913	0.338368602653053
"gene103836"	3627	"Arf4"	-165.001646564521	0.000188313095540066	0.629253594146285
"gene103837"	3628	"Arf4os"	0.0313144993128306	0.137451348204139	0.462575529548417
"gene103838"	3629	"Arf5"	-0.437777092467261	0.00377085926627896	0.433883982058259
"gene103839"	3630	"Arf6"	8.48094103633116	1	0
"gene103840"	3631	"Arfgap1"	16.4566426090414	0.153465535321191	0.22235942234115
"gene103841"	3632	"Arfgap2"	8.09061063645644	0.132653132077914	0.275346875938938
"gene103842"	3633	"Arfgap3"	6.6851423876872	0.00187103890592914	0.507367460440982
"gene103843"	3634	"Arfgef1"	11.3033155277461	0.0816673465301368	0.280727319845073
"gene103844"	3635	"Arfgef2"	2.36569386539606	1	0
"gene103845"	3636	"Arfgef3"	0.202492168594889	0.147906205781638	0.255607026178159
"gene103846"	3637	"Arfip1"	4.40837288928454	0.109877483281589	0.255989124262992
"gene103847"	3638	"Arfip2"	3.87105419892794	1	0
"gene103848"	3639	"Arfrp1"	36.0036449025052	0.00514986129624514	0.47646393383962
"gene103849"	3640	"Arg1"	-121.349624021072	1.09264800533443e-06	0.697790497806479
"gene103850"	3641	"Arg2"	-0.110291788383418	0.770808105553822	0.0378776811903116
"gene103851"	3642	"Arglu1"	-5.20097020954828	0.0855665373758216	0.32510134720605
"gene103852"	3643	"Arhgap1"	16.8857222626483	5.20918487262558e-06	0.686120172278479
"gene103853"	3644	"Arhgap10"	11.4076659318244	0.000566817870935174	0.633912722347456
"gene103854"	3645	"Arhgap11a"	0.65365165181329	0.389311553234599	0.12190340778599
"gene103855"	3646	"Arhgap12"	-5.60631328171528	1	0
"gene103856"	3647	"Arhgap15"	-257.62870136693	0.000179156802774482	0.615129910270951
"gene103857"	3648	"Arhgap15os"	-0.193009498782938	0.112600541419781	0.231452119736173
"gene103858"	3649	"Arhgap17"	26.8500090661739	0.0382042040958881	0.367537552777069
"gene103859"	3650	"Arhgap18"	53.5521559204095	0.00656250078603036	0.578109129681241
"gene103860"	3651	"Arhgap19"	1.20495382291813	0.793244734044089	0.0359183821361036
"gene103861"	3652	"Arhgap20"	-1.16077918339842	0.138200644348855	0.257626368859466
"gene103862"	3653	"Arhgap20os"	-0.371416847792895	0.928424343081661	0.0121940820219666
"gene103863"	3654	"Arhgap21"	7.29963671002442	0.000295550277070985	0.587517828975186
"gene103864"	3655	"Arhgap22"	0.0460992563752748	0.588816384126182	0.13308005020233
"gene103865"	3656	"Arhgap23"	3.97644271915888	4.82703229234759e-06	0.827068659830807
"gene103866"	3657	"Arhgap24"	1.78201310303752	1	0
"gene103867"	3658	"Arhgap25"	54.5291108353204	0.00610105548498419	0.479098244022572
"gene103868"	3659	"Arhgap26"	109.989875591622	0.0905368713742919	0.31870375837331
"gene103869"	3660	"Arhgap27"	32.4810653598564	0.106130457461869	0.291108806628544
"gene103870"	3661	"Arhgap27os1"	-0.0282368165777728	0.375250138396611	0.121965451504538
"gene103871"	3662	"Arhgap27os2"	-0.0276950565812984	0.999999904884748	0
"gene103872"	3663	"Arhgap27os3"	26.6058850694846	1.36593609578657e-07	0.815947314193802
"gene103873"	3664	"Arhgap28"	0.0837698673950818	0.688069912495803	0.0561095163926942
"gene103874"	3665	"Arhgap29"	-11.2975082210726	0.000289710691447842	0.552076579093807
"gene103875"	3666	"Arhgap30"	168.21345079341	0.0395480628527954	0.362461960072583
"gene103876"	3667	"Arhgap31"	-13.3688440656461	0.764862441632734	0.0431464446787963
"gene103877"	3668	"Arhgap32"	-0.59836893952535	0.00941981219180093	0.392818470699242
"gene103878"	3669	"Arhgap33"	0.688327614241796	0.0592439770951779	0.305770459061148
"gene103879"	3670	"Arhgap33os"	-0.0388387849110747	0.707870817711814	0.0530548137678053
"gene103880"	3671	"Arhgap35"	1.51938616457029	0.0202432373858814	0.351181714995239
"gene103881"	3672	"Arhgap36"	-0.0369267421083978	0.999999904884748	0
"gene103882"	3673	"Arhgap39"	-8.16140559857057	1	0
"gene103883"	3674	"Arhgap4"	78.9528126184474	2.69522658113422e-05	0.614317709934806
"gene103884"	3675	"Arhgap40"	0.060337906202093	0.622830673435739	0.0681589855823799
"gene103885"	3676	"Arhgap42"	0.105419892793329	0.999999809769497	0
"gene103886"	3677	"Arhgap44"	-0.0129587874956236	0.603145659548544	0.0679377355928169
"gene103887"	3678	"Arhgap45"	-39.6323353506318	0.000221296336872703	0.537902489943494
"gene103888"	3679	"Arhgap5"	-12.1827882528054	0.131387927504137	0.215097777043468
"gene103889"	3680	"Arhgap6"	2.35697625173636	0.019104725021328	0.375123940293907
"gene103890"	3681	"Arhgap8"	0.0291840381179274	1	0
"gene103891"	3682	"Arhgap9"	283.004135905976	0.000322343571314856	0.65600397517374
"gene103892"	3683	"Arhgdia"	262.783789798672	6.68289721529715e-05	0.652208005695579
"gene103893"	3684	"Arhgdib"	187.097856276917	0.000202174251155614	0.552197661873157
"gene103894"	3685	"Arhgdig"	-0.0524266507376061	0.603324947351469	0.0709505421715269
"gene103895"	3686	"Arhgef1"	-257.06565626331	1.35955768404119e-05	0.641124439646887
"gene103896"	3687	"Arhgef10"	-0.119560089369612	9.57137257468328e-08	0.773357467828843
"gene103897"	3688	"Arhgef10l"	-9.77311957125007	0.0499985754897472	0.309264908077674
"gene103898"	3689	"Arhgef11"	-14.6912685949334	0.782587036118738	0.0375430818789852
"gene103899"	3690	"Arhgef12"	-3.05083835497264	0.431657523186883	0.132714708647164
"gene103900"	3691	"Arhgef15"	-0.553402523565692	0.0129880064617013	0.401435425523571
"gene103901"	3692	"Arhgef16"	-0.215753928873945	0.00464745088943432	0.418793067459987
"gene103902"	3693	"Arhgef17"	0.244788564621799	1	0
"gene103903"	3694	"Arhgef18"	-82.2613581892301	6.22214483322566e-09	0.865169032760352
"gene103904"	3695	"Arhgef19"	0.199667935806747	0.181884256107796	0.228245010586024
"gene103905"	3696	"Arhgef2"	112.5402279722	0.000693356430993512	0.655471150790405
"gene103906"	3697	"Arhgef25"	-0.027563335746559	0.728389690422227	0.051197295939274
"gene103907"	3698	"Arhgef26"	0.20518165574747	1	0
"gene103908"	3699	"Arhgef28"	1.8112534347866	0.0609935462554657	0.294336830537896
"gene103909"	3700	"Arhgef3"	95.1095404270337	0.0186478602103499	0.375369341929646
"gene103910"	3701	"Arhgef33"	0.123582002576169	0.027584451220849	0.37852506063639
"gene103911"	3702	"Arhgef37"	0.581893984514592	1	0
"gene103912"	3703	"Arhgef38"	0.298646795278743	0.267184403470923	0.150202929472385
"gene103913"	3704	"Arhgef39"	0.806125956307189	0.0091531316124413	0.468746035025433
"gene103914"	3705	"Arhgef4"	11.8452376727046	0.00237171569312049	0.487437309939047
"gene103915"	3706	"Arhgef40"	0.744531371955758	0.295220766158272	0.146290076328195
"gene103916"	3707	"Arhgef5"	5.29131382780298	0.000103860602044957	0.609470067722916
"gene103917"	3708	"Arhgef6"	5.3003841572002	0.279190078165571	0.177156923468149
"gene103918"	3709	"Arhgef7"	15.7493409606455	0.278919369077045	0.178140144168875
"gene103919"	3710	"Arhgef9"	-0.830947360328803	0.306571243153814	0.159386364192843
"gene103920"	3711	"Arid1a"	-19.5747154286326	0.00976332926056456	0.384475975197595
"gene103921"	3712	"Arid1b"	-0.200119118522943	0.999999809769497	0
"gene103922"	3713	"Arid2"	-10.9407403159994	0.0508637866800153	0.300538294796627
"gene103923"	3714	"Arid3a"	2.17203645687919	0.0146714070352618	0.43424201998486
"gene103924"	3715	"Arid3b"	5.94674223641709	0.000154780612136317	0.55643756123858
"gene103925"	3716	"Arid3c"	0.0131030375223347	1	0
"gene103926"	3717	"Arid4a"	-26.8540926450109	0.493573360341537	0.0975742581320396
"gene103927"	3718	"Arid4b"	-20.7626752269861	0.408848936902658	0.10720437266839
"gene103928"	3719	"Arid5a"	-13.6091046099249	0.533708613823674	0.0977164759135434
"gene103929"	3720	"Arid5b"	4.59556154369063	0.118120302579398	0.261276889000409
"gene103930"	3721	"Arih1"	-2.10661107802263	0.999999809769497	2.0413597115172e-19
"gene103931"	3722	"Arih2"	5.39422973777249	0.184749352579225	0.1870127357032
"gene103932"	3723	"Arl1"	11.1989675616739	0.81118575585788	0.0395236500101665
"gene103933"	3724	"Arl10"	9.37904060398978	0.00547059441849288	0.454061973570808
"gene103934"	3725	"Arl11"	8.36551261116367	0.00145237818761522	0.572801437082215
"gene103935"	3726	"Arl13a"	-0.196380352056268	0.00234560384728999	0.572708511224346
"gene103936"	3727	"Arl13b"	0.77511777079603	0.215269662607251	0.211788290938891
"gene103937"	3728	"Arl14"	-0.0347824276736035	0.695362569822524	0.0485212641225496
"gene103938"	3729	"Arl14ep"	4.89477758835292	0.883259789712096	0.0203109339323447
"gene103939"	3730	"Arl14epl"	0.0877514095675622	0.888401552151267	0.0207987245766003
"gene103940"	3731	"Arl15"	0.0872980239060102	0.075803330951094	0.298372244985323
"gene103941"	3732	"Arl16"	5.75707467018926	0.168363652974459	0.210110177695864
"gene103942"	3733	"Arl2"	0.141782713658272	0.0121820565812965	0.425795011100206
"gene103943"	3734	"Arl2bp"	11.1285270950388	0.346693286181025	0.175138047536426
"gene103944"	3735	"Arl3"	2.01337558445752	0.15593031415593	0.278940828650304
"gene103945"	3736	"Arl4a"	-20.5840448023397	0.000682934501405018	0.525679410775312
"gene103946"	3737	"Arl4aos"	0.0223473584743654	0.406668221911033	0.125184149310556
"gene103947"	3738	"Arl4c"	-36.6400412427285	7.90626504371313e-08	0.816501743420377
"gene103948"	3739	"Arl4d"	99.763342265464	1.35620762142478e-06	0.864452344610475
"gene103949"	3740	"Arl5a"	-1.17778520173426	0.0233185005584723	0.41912577047007
"gene103950"	3741	"Arl5b"	-103.009412396699	0.237448360862114	0.755780600409313
"gene103951"	3742	"Arl5c"	-19.7148436354113	6.68114928831107e-10	0.874271706446404
"gene103952"	3743	"Arl6"	0.827966164814939	0.279118000907782	0.154917313387099
"gene103953"	3744	"Arl6ip1"	90.9285288862419	1	0
"gene103954"	3745	"Arl6ip4"	25.8450209303752	0.0409088015896285	0.354668211184249
"gene103955"	3746	"Arl6ip5"	39.3114842706931	0.00937613612206981	0.442955347307214
"gene103956"	3747	"Arl6ip6"	-1.36014916080486	0.0302309220297771	0.339120817369212
"gene103957"	3748	"Arl8a"	3.07534246575343	0.999999809769497	0
"gene103958"	3749	"Arl8b"	7.50923168552709	0.999999809769497	0
"gene103959"	3750	"Arl9"	-0.091721262656343	1	0
"gene103960"	3751	"Armc1"	14.9309112567004	1	0
"gene103961"	3752	"Armc10"	3.04567366871137	0.229331874011497	0.192565135840192
"gene103962"	3753	"Armc12"	-0.118225134008338	1	0
"gene103963"	3754	"Armc2"	18.1797138481351	1.04384138075996e-09	0.911159822827506
"gene103964"	3755	"Armc3"	-0.295760567251247	0.177858264286824	0.204856206526727
"gene103965"	3756	"Armc4"	0.0804050029779632	1	6.51295740584128e-20
"gene103966"	3757	"Armc5"	8.31538245506654	0.234845419078998	0.177349297915459
"gene103967"	3758	"Armc6"	2.04109589041096	1	0
"gene103968"	3759	"Armc7"	146.878979865849	2.72551342971978e-10	0.958711417511595
"gene103969"	3760	"Armc8"	3.80322319895974	0.637841354915768	0.061366212536272
"gene103970"	3761	"Armc9"	17.2432141156758	0.000126286067632704	0.623798918096508
"gene103971"	3762	"Armcx1"	-0.799226597283731	0.0227623823769306	0.348528087026679
"gene103972"	3763	"Armcx2"	6.85285768868155	0.0977019328646642	0.253228962913531
"gene103973"	3764	"Armcx3"	1.61191424800875	0.362612188657337	0.178635358971121
"gene103974"	3765	"Armcx4"	1.19144404085254	0.205737403911921	0.223381491223451
"gene103975"	3766	"Armcx5"	5.03566709961578	0.308775240343363	0.18599794558361
"gene103976"	3767	"Armcx6"	-0.223595164203214	0.825578344772312	0.0263374681078454
"gene103977"	3768	"Armh1"	0.242780335751388	0.228935112423651	0.213065783523315
"gene103978"	3769	"Armh2"	0.352880577648189	0.0375020317485697	0.340719535867552
"gene103979"	3770	"Armh3"	2.78565971318695	0.000437100135937391	0.565099867125727
"gene103980"	3771	"Armh4"	-0.23343822520339	0.943453605504148	0.00861965333911647
"gene103981"	3772	"Armt1"	16.5663576516625	0.000127550537143614	0.630053304760601
"gene103982"	3773	"Arnt"	3.64264443120905	1	0
"gene103983"	3774	"Arnt2"	0.690012972070305	0.645890086615337	0.0691909542094932
"gene103984"	3775	"Arntl"	4.65515687246935	0.000739735775982009	0.545103520498878
"gene103985"	3776	"Arntl2"	-0.158129839189994	1	0
"gene103986"	3777	"Arpc1a"	6.06677009317446	0.0779940578303178	0.259657382179833
"gene103987"	3778	"Arpc1b"	287.569648224895	8.40706597069074e-07	0.716990394871303
"gene103988"	3779	"Arpc2"	113.025137166712	7.86440712451928e-05	0.586612746645539
"gene103989"	3780	"Arpc3"	19.87622739727	0.415914898852141	0.133937783765734
"gene103990"	3781	"Arpc4"	105.926146515783	1	0
"gene103991"	3782	"Arpc5"	88.4279149246383	0.016112783839173	0.348424133870506
"gene103992"	3783	"Arpc5l"	91.5153140774532	0.033418102257006	0.351911882612823
"gene103993"	3784	"Arpin"	-0.163951844270676	0.109795527312296	0.226078403362315
"gene103994"	3785	"Arpp19"	24.880300192274	0.0198926151137751	0.372035645551343
"gene103995"	3786	"Arpp21"	-0.199621465857575	0.803841358350379	0.0359766426359384
"gene103996"	3787	"Arr3"	-0.0354370840620814	0.00309644826946308	0.604766772085035
"gene103997"	3788	"Arrb1"	-0.110858733635339	0.00949985363182114	0.443477364335196
"gene103998"	3789	"Arrb2"	16.0239281732198	0.030669568429522	0.433643577772962
"gene103999"	3790	"Arrdc1"	48.2505718314367	0.148474865850126	0.204061446065296
"gene104000"	3791	"Arrdc2"	-10.2278141751042	1	0
"gene104001"	3792	"Arrdc3"	1.20171212646594	0.154233578446443	0.259398069208974
"gene104002"	3793	"Arrdc4"	14.5993066710257	0.0123403771975692	0.392950743835212
"gene104003"	3794	"Arrdc5"	0.00297796307325788	1	6.98101194495023e-17
"gene104004"	3795	"Arsa"	2.98150113118452	0.112821502995118	0.254624314859653
"gene104005"	3796	"Arsb"	285.418995431213	0.000115828958157781	0.775920888912403
"gene104006"	3797	"Arsg"	0.243770197811298	0.00943787626098549	0.471017648964621
"gene104007"	3798	"Arsi"	-0.0104228707564026	1	0
"gene104008"	3799	"Arsj"	-0.0672420693703697	0.765339826323905	0.0433711925239296
"gene104009"	3800	"Arsk"	-2.27188802858845	1	0
"gene104010"	3801	"Art1"	-0.414296286949096	5.40941850860158e-05	0.812957938724271
"gene104011"	3802	"Art2a"	46.9904110633317	3.04565253327992e-07	0.833631492837487
"gene104012"	3803	"Art2b"	487.419664515492	4.85486179740188e-09	0.892666266628494
"gene104013"	3804	"Art3"	-0.219674473207575	0.26931428713331	0.173200086626836
"gene104014"	3805	"Art4"	-2.51826591879859	9.56257744504737e-05	0.828806264533003
"gene104015"	3806	"Art5"	0.133608782588794	0.00234966290759843	0.506995733357075
"gene104016"	3807	"Artn"	-0.0246243542502145	0.866739913680875	0.0232239117491187
"gene104017"	3808	"Arv1"	-2.59070428162461	7.65225604361164e-08	0.792585793544515
"gene104018"	3809	"Arvcf"	-2.03988603000435	0.836388052997897	0.0281246554464557
"gene104019"	3810	"Arx"	0.00129604442369284	0.569256047856608	0.0756602611474134
"gene104020"	3811	"Arxes1"	-0.0363311494937463	1	0
"gene104021"	3812	"Arxes2"	-2.08399273887228	0.0451491404657638	0.298015271779082
"gene104022"	3813	"As3mt"	7.5856438942404	7.66721875090533e-10	0.919394686848849
"gene104023"	3814	"Asah1"	-8.36040476679543	0.0214394596010842	0.358375913307057
"gene104024"	3815	"Asah2"	-2.9519614918299	0.00149569876539878	0.50728322339063
"gene104025"	3816	"Asap1"	47.3726043911597	2.76084512559513e-09	0.842377815029751
"gene104026"	3817	"Asap2"	7.41805279367382	0.00771522006731798	0.5677737675563
"gene104027"	3818	"Asap3"	-0.0661107802263252	1	0
"gene104028"	3819	"Asb1"	6.08189398451459	1	0
"gene104029"	3820	"Asb10"	0.0753424657534247	1	0
"gene104030"	3821	"Asb11"	-0.135687726448037	0.779573125569102	0.0352748630235552
"gene104031"	3822	"Asb12"	-0.0276950565812984	0.999999904884748	0
"gene104032"	3823	"Asb13"	3.94535725865244	0.0406822609878153	0.434372589077507
"gene104033"	3824	"Asb14"	-0.291245858442903	0.0787121011845151	0.312365396248901
"gene104034"	3825	"Asb15"	-0.0812983918999404	1	0
"gene104035"	3826	"Asb16"	0.00657185557106638	0.800723314068355	0.0354401214519559
"gene104036"	3827	"Asb17"	-0.0580631497305017	0.628696395811613	0.0745170493864114
"gene104037"	3828	"Asb17os"	-0.0842763549731983	1	0
"gene104038"	3829	"Asb18"	-0.070577724836212	1	0
"gene104039"	3830	"Asb2"	954.843221046233	2.81826466998516e-06	0.846088887835187
"gene104040"	3831	"Asb3"	5.63506555816401	0.94045170749453	0.00924347226878841
"gene104041"	3832	"Asb4"	0.0637284097677188	1	0
"gene104042"	3833	"Asb5"	-3.95873583983569	0.033725219318094	0.850906115796413
"gene104043"	3834	"Asb6"	12.7247361322461	0.386422378331606	0.134777965212929
"gene104044"	3835	"Asb7"	1.50565812983919	1	0
"gene104045"	3836	"Asb8"	21.9975421154661	0.0474285755879802	0.321149509312875
"gene104046"	3837	"Asb9"	-0.0457530456003719	0.992565841158023	0.00128156043729236
"gene104047"	3838	"Ascc1"	-7.08701727809212	0.281317917949803	0.18396993044465
"gene104048"	3839	"Ascc2"	3.89788645498698	0.0856041368177288	0.277067205816317
"gene104049"	3840	"Ascc3"	-0.165896529007247	0.346775866382057	0.144066481672771
"gene104050"	3841	"Ascl1"	0.0693865396069089	0.999999904884748	0
"gene104051"	3842	"Ascl2"	0.0783204288266826	0.999999904884748	0
"gene104052"	3843	"Ascl3"	-0.342636655457178	0.36385584795475	0.127447743765658
"gene104053"	3844	"Ascl4"	-0.296016692721311	0.303322853582997	0.184512691535307
"gene104054"	3845	"Ascl5"	0.0131030375223347	1	0
"gene104055"	3846	"Asf1a"	-1.87453531588125	0.089526583877702	0.298559476240493
"gene104056"	3847	"Asf1b"	2.79252922633077	0.00105443061907434	0.54341589803502
"gene104058"	3848	"Asgr2"	0.0124332204152235	0.915154532096509	0.0169909740030483
"gene104059"	3849	"Ash1l"	-5.0361652780416	0.0241831228801255	0.343364371390999
"gene104060"	3850	"Ash2l"	-5.91542584871947	1	0
"gene104061"	3851	"Asic1"	0.518880566052165	0.228187918099229	0.16345555742842
"gene104062"	3852	"Asic2"	0.100529818578311	0.323394188997165	0.147543003918523
"gene104063"	3853	"Asic3"	-0.0142942227516378	1	0
"gene104064"	3854	"Asic4"	0.151280524121501	1	0
"gene104065"	3855	"Asic5"	0.0405807786796866	0.344535146804208	0.160435666821764
"gene104066"	3856	"Asl"	19.3928748819113	0.0313869080278161	0.442244440055121
"gene104067"	3857	"Asmt"	0.00124650878905554	0.0656339785550269	0.282237895671143
"gene104068"	3858	"Asna1"	14.9445622721527	2.15523914704311e-05	0.75581806091668
"gene104069"	3859	"Asns"	0.379362892393845	0.0500451130695425	0.343770086881336
"gene104070"	3860	"Asnsd1"	0.578442258515981	0.70355542570555	0.0545023401941873
"gene104071"	3861	"Aspa"	0.461559266283011	0.00728129662558944	0.438720577930106
"gene104072"	3862	"Aspdh"	0.0744490768314473	1	0
"gene104073"	3863	"Aspg"	0.219950889016819	0.952655752534882	0.0089085135502419
"gene104074"	3864	"Asph"	0.484797420003064	0.0671274418986	0.262899625210986
"gene104075"	3865	"Asphd1"	0.24023446595509	0.984994900583862	0.00227803262160352
"gene104076"	3866	"Asphd2"	4.15897049310607	0.00621170237186142	0.472781649878145
"gene104077"	3867	"Aspm"	-5.17169193013902	0.00826795879743295	0.828612742874437
"gene104078"	3868	"Aspn"	0.169487512522802	0.452651677208873	0.11477869075482
"gene104079"	3869	"Asprv1"	0.255817713203963	0.0296506953749873	0.352117369516962
"gene104080"	3870	"Aspscr1"	15.0105638379301	0.0389636785719329	0.315143604332873
"gene104081"	3871	"Asrgl1"	18.9944894964759	0.000399169122196669	0.634959098830272
"gene104082"	3872	"Ass-ps1"	0.0425848719475879	1	0
"gene104083"	3873	"Ass1"	-45.9791161126736	5.04083771162171e-08	0.75244748237697
"gene104084"	3874	"Aste1"	-0.0343633149436493	0.503201529429765	0.0869084253638261
"gene104085"	3875	"Astl"	0.230141706723161	0.0373987574739675	0.357218843068295
"gene104086"	3876	"Astn1"	0.0970815961882073	1	0
"gene104087"	3877	"Astn2"	0.287810766258212	0.299112574160184	0.163222991688882
"gene104097"	3878	"Astx5"	-0.0273972602739726	1	0
"gene104099"	3879	"Asxl1"	0.417205907701108	0.000614300314159836	0.515602772149296
"gene104100"	3880	"Asxl2"	36.7692078618225	1	0
"gene104101"	3881	"Asxl3"	0.0544967242406196	0.999999809769497	0
"gene104102"	3882	"Asz1"	0.00565812983918999	1	0
"gene104103"	3883	"Atad1"	-2.02650387135195	1	0
"gene104104"	3884	"Atad2"	-11.1119794098029	0.00310024752404443	0.475498214240205
"gene104105"	3885	"Atad2b"	4.42010702820054	0.0103704887766948	0.428864023722199
"gene104106"	3886	"Atad3a"	-8.62650778065146	0.234962588530204	0.234642105884554
"gene104107"	3887	"Atad3aos"	1.86767122660516	1.46467524726241e-05	0.666508955659693
"gene104108"	3888	"Atad5"	0.418106015485409	1	0
"gene104109"	3889	"Atat1"	3.86480047647409	0.999999809769497	0
"gene104110"	3890	"Atcay"	-0.101184435534246	0.103238874001465	0.261485938724565
"gene104111"	3891	"Atcayos"	-0.708656993304608	0.0685668479965947	0.347543701343678
"gene104112"	3892	"Ate1"	-2.09582537429488	0.981971195951765	0.00278068835730937
"gene104113"	3893	"Atf1"	-0.239528824805044	0.0597078378047877	0.325408311235368
"gene104114"	3894	"Atf1-ps"	0.117927337701013	1	0
"gene104115"	3895	"Atf2"	2.11729800978297	0.952468337877698	0.00841554805660582
"gene104116"	3896	"Atf3"	-36.5170690860513	0.00339206051855051	0.457207194234543
"gene104117"	3897	"Atf4"	-46.4332476018955	0.00313987040155295	0.471928154177009
"gene104118"	3898	"Atf5"	0.281622334098299	0.61516353412142	0.0778717897236646
"gene104119"	3899	"Atf6"	42.2184362633949	0.00465505560746077	0.507361196539172
"gene104120"	3900	"Atf6b"	28.086364124876	0.00360142699909423	0.589621055546131
"gene104121"	3901	"Atf7"	12.0308882642191	0.0342335067184949	0.326746117716723
"gene104122"	3902	"Atf7ip"	106.079060663622	0.000233375927671925	0.572064495826024
"gene104123"	3903	"Atf7ip2"	0.121798689696248	1	0
"gene104124"	3904	"Atg10"	0.681291932613594	0.0268943958753976	0.333547858760637
"gene104125"	3905	"Atg101"	-8.99728987046147	0.0324586634646031	0.457470523722665
"gene104126"	3906	"Atg12"	3.37790351399644	1	0
"gene104127"	3907	"Atg13"	8.66375829745401	0.0104316899105308	0.390121975234673
"gene104128"	3908	"Atg14"	-2.73825588343832	0.36772400801188	0.152413393865523
"gene104129"	3909	"Atg16l1"	4.10741121014586	0.314138244163633	0.140751806820392
"gene104130"	3910	"Atg16l2"	-8.75407299461025	0.355936891655259	0.139093097133058
"gene104131"	3911	"Atg2a"	4.86776517484908	0.798826720191203	0.0383807196711196
"gene104132"	3912	"Atg2b"	-5.78826682549136	1	0
"gene104133"	3913	"Atg3"	-4.26870739933417	0.820702583037749	0.0280190299441753
"gene104134"	3914	"Atg4a"	-0.290266447280054	0.000719895177285511	0.559095177826016
"gene104135"	3915	"Atg4a-ps"	0.052776132333147	0.249336546507206	0.175802685440731
"gene104136"	3916	"Atg4b"	18.2139753790844	0.000919185212843259	0.531065836192585
"gene104137"	3917	"Atg4c"	-0.1466136027349	0.00182414062248647	0.530784754040015
"gene104138"	3918	"Atg4d"	44.3071424217859	0.0189346134099246	0.366052281802354
"gene104139"	3919	"Atg5"	21.8981536628946	1	0
"gene104140"	3920	"Atg7"	6.0843427637515	0.000295345673872484	0.562029961432345
"gene104141"	3921	"Atg9a"	1.9392531603438	0.46631031730278	0.112345123612576
"gene104142"	3922	"Atg9b"	0.00720119009998581	0.00624724253468879	0.459554217461192
"gene104143"	3923	"Atic"	8.56187243319257	1.46808087191359e-06	0.801095865612242
"gene104144"	3924	"Atl1"	0.573750876672947	0.423596556083756	0.125783623943635
"gene104145"	3925	"Atl2"	1.27207839215961	0.119719589719319	0.279494188717678
"gene104146"	3926	"Atl3"	0.777790396595332	0.668291879914242	0.062486292448337
"gene104147"	3927	"Atm"	-0.437856309432431	0.0214015271460975	0.493904226075031
"gene104148"	3928	"Atmin"	0.00813205559920428	0.315096927913015	0.189220622751135
"gene104149"	3929	"Atn1"	0.825557787882918	0.000126642795104264	0.662481882763649
"gene104150"	3930	"Atoh1"	-0.0725115661152035	0.480605603830718	0.0940292716375
"gene104151"	3931	"Atoh7"	-0.00565812983918999	1	0
"gene104152"	3932	"Atoh8"	-0.214115544967242	1	0
"gene104153"	3933	"Atox1"	30.8750861032946	4.49082711823851e-05	0.71475377491058
"gene104154"	3934	"Atp10a"	-5.52573032890072	0.00977404048901718	0.402554658621035
"gene104155"	3935	"Atp10b"	-0.263578038062324	0.82250472642373	0.0325435170470951
"gene104156"	3936	"Atp10d"	-26.5148932454055	0.0066407686108428	0.468110621940288
"gene104157"	3937	"Atp11a"	8.24524400952272	0.000200736310440131	0.597413545507719
"gene104158"	3938	"Atp11b"	-58.6505469134177	1.07954744636402e-06	0.790280004911267
"gene104159"	3939	"Atp11c"	-13.4478590041199	0.0270744316008494	0.416589946024388
"gene104160"	3940	"Atp12a"	0.306785206332327	0.0647461490082738	0.302840613906586
"gene104161"	3941	"Atp13a1"	3.67908363885561	0.117126405260816	0.242185399313053
"gene104162"	3942	"Atp13a2"	12.7856144276947	0.0887284032652928	0.313288427968731
"gene104163"	3943	"Atp13a3"	-14.6185807889843	0.21395994464043	0.279018573605071
"gene104164"	3944	"Atp13a4"	0.296661469043393	0.35943442722707	0.152373751178365
"gene104165"	3945	"Atp13a5"	0.221996078110603	0.829949698423888	0.0309321190098259
"gene104166"	3946	"Atp1a1"	-4.23467534625722	0.0382979008487243	0.37145897008193
"gene104167"	3947	"Atp1a2"	-0.136686012512472	0.206422172196219	0.215913516903558
"gene104168"	3948	"Atp1a3"	5.94928060557614	0.183114679208015	0.235357060350216
"gene104169"	3949	"Atp1a4"	0.0609775022443814	0.616543864201394	0.0691507535401501
"gene104170"	3950	"Atp1b1"	-7.51657343542683	1.14393395449755e-09	0.868052945244671
"gene104171"	3951	"Atp1b2"	-3.12080569139347	0.130754579637694	0.221282898477219
"gene104172"	3952	"Atp1b3"	-372.22996149383	9.16071158177989e-08	0.814757128529185
"gene104173"	3953	"Atp1b4"	0.00774270399047058	1	0
"gene104174"	3954	"Atp23"	3.82775630791192	0.0289637101585396	0.522196299983693
"gene104175"	3955	"Atp2a1"	0.817348110421147	0.168529059000084	0.193924678396893
"gene104176"	3956	"Atp2a2"	1.96333653466607	0.673370492617391	0.0639158864632278
